desertionNo,kindNm,colorCd,specialMark,sexCd,happenPlace,orgNm,processState,popfile1
426333202600408,믹스묘,기타(검정+흰색),"수유 필요, 영양상태 불량, 기력 저하, 검+흰",F,해운대로76번길 63 ,부산광역시 해운대구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605121305295.jpg
411323202600417,한국 고양이,기타(검/갈/흰),포유기. 코 분홍/검정.  눈 못뜸. 탯줄 있음. 저체온. 꼬리 단미 안됨. 털 상태 양호. ,F,서울 송파구 위례북로3길 14-17 (거여동) 인근,서울특별시 송파구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605121505292.jpg
411323202600416,한국 고양이,기타(갈/흰),포유기. 코 분홍. 눈곱. 콧물.  눈 못뜸. 탯줄 있음. 저체온. 털 상태 양호. ,M,서울 송파구 위례북로3길 14-17 (거여동) 인근,서울특별시 송파구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260512150539.jpg
411306202600324,한국 고양이,기타(갈/검/흰),포유기. 코 분홍. 눈 못뜸. 탯줄 있음. 목에 고무줄 착용. 기력없음. 저체온. 털 상태 양호. ,M,"서울 중랑구 중랑천로 332 (묵동, 묵동한국아파트) 인근 화단",서울특별시 중랑구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260512150586[1].jpg
411306202600323,한국 고양이,기타(갈/검/흰),포유기. 코 분홍. 눈 못뜸. 탯줄 있음. 저체온. 털 상태 양호. ,M,"서울 중랑구 중랑천로 332 (묵동, 묵동한국아파트) 인근 화단",서울특별시 중랑구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605121505209.jpg
411306202600322,한국 고양이,기타(갈/검/흰),포유기. 코 분홍. 눈 못뜸. 탯줄 있음. 저체온. 털 상태 양호. ,M,"서울 중랑구 중랑천로 332 (묵동, 묵동한국아파트) 인근 화단",서울특별시 중랑구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605121505180.jpg
411306202600321,한국 고양이,기타(갈/검/흰),포유기. 코 분홍. 눈 못뜸. 탯줄 있음. 저체온. 털 상태 양호. ,M,"서울 중랑구 중랑천로 332 (묵동, 묵동한국아파트) 인근 화단",서울특별시 중랑구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605121505303.jpg
411306202600320,한국 고양이,기타(갈/검/흰),코 검정. 눈곱. 콧물. 털 상태 양호. ,F,서울 중랑구 중랑천로10길 84-10 (면목동) 인근,서울특별시 중랑구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605121505730.jpg
411306202600319,한국 고양이,기타(갈/검/흰),코 분홍. 눈곱. 콧물. 털 상태 양호. ,F,서울 중랑구 중랑천로10길 84-10 (면목동) 인근,서울특별시 중랑구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605121505833.jpg
411305202600266,한국 고양이,기타(검/흰),포유기. 심한 눈곱. 콧물. 코 분홍. 양 눈 못 뜸. 털 상태 양호. ,F,"서울 동대문구 한천로11길 18 (답십리동, 답십리2동 주민센터)",서울특별시 동대문구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605121405575[1].jpg
448547202600390,한국 고양이,흰색/검은색 얼룩무늬,어미없이 입소,M,경상남도 거창군 거창읍 거열로2길 24 그린아파트,경상남도 거창군,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112205127.png
448541202600794,한국 고양이,흰색/검은색 얼룩무늬,"눈질환, 기력저하",F,영산면 영산월령로,경상남도 창녕군,종료(방사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112205634.png
448541202600793,한국 고양이,검정색,피부상해,M,영산면 영산월령로,경상남도 창녕군,종료(방사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112205239.png
448541202600792,한국 고양이,검은색흰색황토색조합,"눈질환, 기력저하",F,부곡면 온정길,경상남도 창녕군,종료(방사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112205284.png
448541202600791,한국 고양이,레몬색&흰색,기력저하,F,창녕읍 탐하로,경상남도 창녕군,종료(방사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112105627.jpg
448537202600960,한국 고양이,레몬색&흰색,"새끼고양이,이유식먹음",Q,거제면 동림길,경상남도 거제시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111105769[1].jpg
448537202600959,한국 고양이,"기타(회색,흰색)","새끼고양이,이유식먹음",Q,거제면 동림길,경상남도 거제시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111105633.jpg
447508202600883,러시안 블루,기타(회색),사람을좋아함 5월22일종합백신접종,M,남통동 14-58,경상북도 구미시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231505311.png
447505202600410,한국 고양이,레몬색&흰색,깻잎 머리같은 노란 앞머리가 매력인 치즈! 다른 고양이 친구들과도 껑충껑충 잘 노는 개냥이랍니다!,M,성건동 373-10 부근,경상북도 경주시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605141705393.jpg
447505202600409,한국 고양이,흰색/검은색 얼룩무늬,고등어무늬 얼굴과 얼룩무늬 몸이 반반인 개냥이!,F,성건동 373-10 부근,경상북도 경주시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605121105192.jpg
447502202600266,한국 고양이,레몬색&흰색,"1.5개월추정, 허피스 있음, 공장기계 안에 있어서 어미로부터 보살핌을 받지 못하고 있엇음",M,경상북도 포항시 남구 괴동동 심팩메탈1공장 기계안,경상북도 포항시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260511120533.jpg
447502202600265,한국 고양이,레몬색&흰색,"3개월추정, 미약한 허피스, 흐린눈으로 보면 도도한 터키시냥찌로 보임",F,경상북도 포항시 북구 창포동 창포메트로2단지 인근,경상북도 포항시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111205632.jpg
446482202600144,한국 고양이,레몬색&흰색,자생어려움 젖먹이,M,순천 드라마 촬영장,전라남도 순천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260511160584.jpg
446482202600142,한국 고양이,레몬색&흰색,자생어려움 젖먹이,M,신대지구,전라남도 순천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111505507[1].jpg
446482202600141,한국 고양이,레몬색&흰색,자생어려움 젖먹이,M,연향동,전라남도 순천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111505843.jpg
446480202600398,페르시안,기타(연회색),"야위고 얌전함, 주택가를 배회",F,하당동행정복지센터,전라남도 목포시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112105263.jpg
445468202601134,한국 고양이,레몬색&흰색,기력이 없고 허피스기가 있음,M,익산시 마동 384,전북특별자치도 익산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705468.jpg
445468202601131,한국 고양이,레몬색&흰색,생후 3주정도 되었으며 순하고 작고 어림,F,익산시 남중동 321-203,전북특별자치도 익산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260511160576.jpg
445468202601130,한국 고양이,검은색흰색황토색조합,생후 2주정도 되어보이며 순하고 어림,M,익산시 남중동 531-26,전북특별자치도 익산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111605647.jpg
445467202600980,믹스묘,기타(고등어),6주추정,M,임피면 읍내리 22-9,전북특별자치도 군산시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111605856.jpg
445467202600979,믹스묘,기타(고등어),6주추정,F,임피면 읍내리 22-9,전북특별자치도 군산시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111505967[1].jpg
445467202600978,믹스묘,기타(고등어),6주추정,F,임피면 읍내리 22-9,전북특별자치도 군산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111505350.jpg
445467202600976,믹스묘,기타(고등어),1주추정,F,신평안길 65,전북특별자치도 군산시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111505524.jpg
445464202601680,한국 고양이,기타(고등어),배꼽탈장 후지파행,M,중노송동 476-34,전북특별자치도 전주시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705255.jpg
445464202601679,한국 고양이,기타(고등어),허약,F,중노송동 476-34,전북특별자치도 전주시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705471.jpg
445464202601676,한국 고양이,기타(노랑+흰색),코와 입에서 출혈,M,효자동 하서방 칼국수 부근,전북특별자치도 전주시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111005176.jpg
444455202600342,믹스묘,기타(검정),입주변 흰색털임,Q,금산군청 복지과 앞,충청남도 금산군,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111105205.png
444451202600474,한국 고양이,레몬색&흰색,골반골절,M,보령시 신흑동 2132,충청남도 보령시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605110805902.jpg
442434202600190,한국 고양이,흰색/검은색 얼룩무늬,매우 착하고 순함,F,파인리즈리조트 기숙사 지하,강원특별자치도 고성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111605530.jpg
441553202601634,한국 고양이,검은색흰색황토색조합,너무 귀여운 외모/ 몸집이 작음/ 경계심이 많은편/ 공격성은 없음,Q,동탄구 큰재봉길 인근,경기도 화성시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260511170516.jpg
441553202601633,한국 고양이,검은색흰색황토색조합,상태가 너무좋음/ 경계심이 있어보임/  공격성은 없음,Q,동탄구 큰재봉길 인근,경기도 화성시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260511170579.jpg
441553202601631,한국 고양이,검은색흰색황토색조합,너무나 이쁘게 생긴 아기삼색냥이/상태좋고 통통함/어미가 잘 돌봐준듯함,Q,기안동로 인근,경기도 화성시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111705886.jpg
441408202600920,한국 고양이,기타(갈색/흰색),"뒷다리 기립불능, 구더기 감염증, 꼬리 괴사",M,일죽면 주래본죽로 91,경기도 안성시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705627.jpg
441405202601163,한국 고양이,검정색,"올망졸망 귀여운 4마리 함께 입소, 생후 1주령 추정",F,처인구 모현읍 오산로 186-7 라벨리움,경기도 용인시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111805191.jpg
441405202601162,한국 고양이,검은색흰색황토색조합,"올망졸망 귀여운 4마리 함께 입소, 생후 1주령 추정",F,처인구 모현읍 오산로 186-7 라벨리움,경기도 용인시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111805805.jpg
441405202601161,한국 고양이,검은색흰색황토색조합,"올망졸망 귀여운 4마리 함께 입소, 생후 1주령 추정",F,처인구 모현읍 오산로 186-7 라벨리움,경기도 용인시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111805670.jpg
441405202601160,한국 고양이,검은색흰색황토색조합,"올망졸망 귀여운 4마리 함께 입소, 생후 1주령 추정",F,처인구 모현읍 오산로 186-7 라벨리움,경기도 용인시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111805446.jpg
441405202601159,한국 고양이,레몬색&흰색,"똘망똘망 귀여운 2마리 함께 입소, 1개월령 추정",F,처인구 모현읍 곡현로 707,경기도 용인시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705880.jpg
441405202601158,한국 고양이,레몬색&흰색,"똘망똘망 귀여운 2마리 함께 입소, 1개월령 추정",M,처인구 모현읍 곡현로 707,경기도 용인시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705377.jpg
441405202601156,한국 고양이,검은색흰색황토색조합,수유가 필요한 귀여운 아이,F,기흥구 지곡동 483-1 예일유치원,경기도 용인시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111605589.jpg
441402202600263,한국 고양이,기타(갈백),"겁많음,다리다침,식욕부진,tnr되어있음",Q,군포소방서에서 인수,경기도 군포시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705130.jpg
441402202600262,한국 고양이,기타(갈백),"얼굴옆구리상처남,겁많음,tnr됨",Q,군포시청에서 인수,경기도 군포시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705558.jpg
441399202600776,페르시안,기타(회색),착하고 사람 손길을 잘 따름,M,수동면 남가로 1674번길,경기도 남양주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111505586.png
441374202600525,한국 고양이,기타(흑백색),"혼수상태, 어림(1개월추정)",Q,권선구 세지로12번길 9-16(세류동),경기도 수원시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111605172.jpg
441374202600518,한국 고양이,기타(갈백색),"보행이상, 사고묘 추정",F,장안구 대평로90번길 19(정자동),경기도 수원시,종료(안락사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111405110.jpg
441374202600517,믹스묘,기타(백갈색),입양보류,M,팔달구 수원천로392번길 44-6(매향동),경기도 수원시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111405653.jpg
431373202600724,한국 고양이,평행·전체·부분줄무늬,활발하고 말많은 냥이,Q,온산읍 화산로,울산광역시 울주군,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111505941.jpg
431372202600326,한국 고양이,흰색/검은색 얼룩무늬,건강함,Q,오치골 옥상,울산광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705195.jpg
431372202600325,한국 고양이,검은색흰색황토색조합,건강함,F,오치골 옥상,울산광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705356.jpg
431372202600324,한국 고양이,흰색/검은색 얼룩무늬,건강함,Q,오치골 옥상,울산광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705984.jpg
431372202600323,한국 고양이,흰색/검은색 얼룩무늬,건강함,Q,오치골 옥상,울산광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705779[1].jpg
431372202600322,한국 고양이,검은색흰색황토색조합,건강함,F,중산초 지하주차장,울산광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705589.jpg
431371202600264,한국 고양이,레몬색&흰색,"기운없음,잘못걸어다님",M,동아빌라 전봇대 쓰레기장,울산광역시 동구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111005770.jpg
430365202600157,한국 고양이,검은색흰색황토색조합,교통사고,F,보문산로 365 번길 23 주변 ,대전광역시 중구,종료(안락사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260511190570.png
428357202600687,한국 고양이,레몬색&흰색,2개월령추정. 상냥함. 치즈,M,강화대로 387 (신문리 강화종로약국),인천광역시 강화군,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112105236.jpg
428357202600686,한국 고양이,레몬색&흰색,생후16일령추정. 눈뜸. 치즈,M,강화동로 739 (냉정리),인천광역시 강화군,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112105683.jpg
428354202600383,한국 고양이,기타(흰회고등어),겁이 많음,M,충선로 191 뉴서울@ 4동 14층,인천광역시 부평구,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111005106.jpg
428353202600399,믹스묘,기타(고등어),전신경련,M,남동구 서창동 545,인천광역시 남동구,종료(방사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111505330.jpg
427348202600485,한국 고양이,평행·전체·부분줄무늬,결막염,Q,하빈면 하빈로24길 132-2,대구광역시 달성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111005208.jpg
427348202600484,한국 고양이,평행·전체·부분줄무늬,결막염,Q,하빈면 하빈로24길 132-2,대구광역시 달성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111005267.jpg
427348202600483,한국 고양이,평행·전체·부분줄무늬,결막염,Q,하빈면 하빈로24길 132-2,대구광역시 달성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111005794[1].jpg
427348202600482,한국 고양이,평행·전체·부분줄무늬,결막염,Q,하빈면 하빈로24길 132-2,대구광역시 달성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111005641.jpg
427348202600481,한국 고양이,레몬색&흰색,결막염 약간,Q,다사읍 달구벌대로 893,대구광역시 달성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605110905567.jpg
427348202600480,한국 고양이,흰색/검은색 얼룩무늬,3일령 미만. 탯줄이 달려 있음.,F,화원연합동물병원 출입문 앞,대구광역시 달성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605110805132.jpg
427346202600479,한국 고양이,"기타(흰색, 테비)",순하고 조용한 성격,M,동원로 123,대구광역시 수성구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111705882.jpg
427346202600475,한국 고양이,기타(고등어태비),"결막영 있어 치료 중이며, 이유식 적응 중입니다...",M,상동 골목,대구광역시 수성구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111605824.jpg
427346202600472,한국 고양이,검은색흰색황토색조합,"병원에서씻김,얌전하고순함",F,매호천,대구광역시 수성구,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111505882.jpg
427345202600222,한국 고양이,검은색흰색황토색조합,어미분리자묘,F,학정로 109,대구광역시 북구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111605787.jpg
427343202600381,한국 고양이,"기타(흑,백)",기립불능,F,국채보상로37길38,대구광역시 서구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111605735.jpg
426331202600150,믹스묘,갈색,"사고 의심, 기력 매우 저하, 저체온, 갈색",M,석포로 101,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111105384.jpg
426325202600143,한국 고양이,흰색/검은색 얼룩무늬,"안질환과콧물,경계심이강함,야윈상태,중구2-21",Q,해관로 32,부산광역시 중구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111705639.jpg
429360202600221,한국 고양이,흰색/검은색 얼룩무늬,"26-6019 교통사고추정, 기립불가, 구강 내 부종 및 염증이 가득함.",M,서구 주월초교,광주광역시 서구,종료(안락사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111605523.jpg
429361202600153,한국 고양이,흰색,26-7122 생후2주,F,남구 송암동,광주광역시 남구,종료(기증),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111405352.jpg
429361202600152,한국 고양이,"기타(회,흰)",26-7121 생후2주,F,남구 송암동,광주광역시 남구,종료(기증),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111405237.jpg
429361202600151,한국 고양이,"기타(회,흰)",26-7120 생후2주,M,남구 송암동,광주광역시 남구,종료(기증),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111405108.jpg
429361202600150,한국 고양이,평행·전체·부분줄무늬,26-7119 생후2주,M,남구 송암동,광주광역시 남구,종료(기증),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111405818.jpg
430364202600341,한국 고양이,흰색/검은색 얼룩무늬,박스에 새끼를 낳아놓고 이틀전부터 오지않아 신고됨,F,가양동 55-54 2층,대전광역시 동구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605141405800.png
426334202600332,한국 고양이,레몬색&흰색,"젖먹이,인공수유,안질환,영양상태부족",Q,사하동물병원,부산광역시 사하구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605131305902[1].jpg
411302202600236,한국 고양이,평행·전체·부분줄무늬,식욕좋고 양호한 상태.  약간 예민함이 있지만 좋음.,F,유엔빌리지2길 85 주택앞,서울특별시 용산구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111205383.jpg
426330202600067,믹스묘,기타(검갈흰),"교통사고, 기립 불능, 기력 매우 저하, 출혈",M,동래로 136번길 도로변,부산광역시 동래구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605120905933.jpg
448535202600337,한국 고양이,흰색/검은색 얼룩무늬,"김해시-321, 3개월미만 추정, 어미잃은 젖먹이 새끼 고양이",Q,김해시 호계로103번길 5,경상남도 김해시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111005172.png
448535202600336,한국 고양이,레몬색&흰색,"김해시-320, 3개월미만 추정, 어미잃은 젖먹이 새끼 고양이",Q,김해시 호계로103번길 5,경상남도 김해시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111005588.png
445467202600975,믹스묘,갈색,7주추정,F,베스트 한방병원,전북특별자치도 군산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111505785.jpg
442423202600198,한국 고양이,기타(회/검),덫에 걸려 구조,M,해맞이2길11,강원특별자치도 속초시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605110905787.jpg
441409202600427,한국 고양이,기타(검/갈/흰),코 분홍. 눈곱. 콧물. 털 상태 양호. ,F,"경기 김포시 하성면 월하로912번길 64 (전류리, 한강오토캠핑장) 수영장 수로",경기도 김포시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111705749.jpg
441409202600426,한국 고양이,기타(갈/검/흰),코 분홍. 눈곱. 콧물. 털 상태 양호. ,M,"경기 김포시 하성면 월하로912번길 64 (전류리, 한강오토캠핑장) 수영장 수로",경기도 김포시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111705201.jpg
441409202600425,한국 고양이,기타(검/흰),코 분홍. 눈곱. 콧물. 털 상태 양호. ,F,"경기 김포시 하성면 월하로912번길 64 (전류리, 한강오토캠핑장) 수영장 수로",경기도 김포시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111705882.jpg
441393202600554,한국 고양이,기타(흑백),"성별미상,나이미상,겁많음",Q,대부황금로 1422 부근,경기도 안산시,종료(방사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111505401.jpg
441393202600553,한국 고양이,기타(흑갈),"성별미상,나이미상,겁많음",Q,대부황금로1422 부근,경기도 안산시,종료(방사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111505240[1].jpg
441393202600552,한국 고양이,기타(흑백),입소시자연사,F,본오동790-7 부근,경기도 안산시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111505317.jpg
431373202600723,한국 고양이,레몬색&흰색,숨 약하고 분유 잘 못삼킴,Q,삼남읍 교동주공아파트 인근,울산광역시 울주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111405183.jpg
431372202600321,한국 고양이,레몬색&흰색,병원 옆 창고에서 발견,M,산업로1007,울산광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605110905237.jpg
431371202600263,한국 고양이,검은색흰색황토색조합,건강함,F,전하 푸르지오,울산광역시 동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260510130563.jpg
431370202600247,한국 고양이,검정색,설사장염(심함)기력없슴,F,번영로 20,울산광역시 남구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605111105605.jpg
428357202600685,한국 고양이,검은색흰색황토색조합,생후10일령추정. 눈못뜸. 기력저하,F,마니산로 672-1 (상방리),인천광역시 강화군,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605112105726.jpg
426340202600223,한국 고양이,흰색/검은색 얼룩무늬,"영양상태 불량, 기력 매우 저하, 저체온, 검+흰",F,정관 휴먼시아 1단지,부산광역시 기장군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605111905139.jpg
